Country or territory of asylum or residence,Country or territory of origin,Year,Refugees*,Refugees assisted by UNHCR,Total refugees and people in refugee-like situations**,Total refugees and people in refugee-like situations assisted by UNHCR,Total Administrative Cost for Host Country
Tunisia,Guinea,2021,9,9,9,9,180000
Tunisia,Iran (Islamic Rep. of),2021,8,8,8,8,160000
Tunisia,Iraq,2021,20,20,20,20,400000
Tunisia,Lebanon,2021,6,6,6,6,120000
Tunisia,Libya,2021,19,19,19,19,380000
Tunisia,Mali,2021,9,9,9,9,180000
Tunisia,Rwanda,2021,6,6,6,6,120000
Tunisia,Sierra Leone,2021,5,5,5,5,100000
Tunisia,Somalia,2021,25,25,25,25,500000
Tunisia,South Sudan,2021,5,5,5,5,100000
Tunisia,State of Palestine,2021,35,35,35,35,700000
Tunisia,Sudan,2021,143,143,143,143,2860000
Tunisia,Syrian Arab Rep.,2021,2135,2135,2135,2135,42700000
Tunisia,Turkey,2021,5,5,5,5,100000
Tunisia,Yemen,2021,12,10,12,10,240000
Ukraine,Afghanistan,2021,845,205,845,205,16900000
Turkey,Iran (Islamic Rep. of),2021,1693,0,1693,0,33860000
Turkey,Iraq,2021,4565,0,4565,0,91300000
Turkey,Syrian Arab Rep.,2021,3685839,0,3685839,0,73716780000
Turkey,Unknown/other,2021,515,0,515,0,10300000
Kazakhstan,Afghanistan,2021,370,370,370,370,7400000
Turkmenistan,Azerbaijan,2021,6,0,6,0,120000
Turks and Caicos Islands,Sri Lanka,2021,8,8,8,8,160000
Uganda,Burundi,2021,49891,49891,49891,49891,997820000
Uganda,Cameroon,2021,5,5,5,5,100000
Uganda,Central African Rep.,2021,29,29,29,29,580000
Uganda,Chad,2021,7,7,7,7,140000
Uganda,"Congo, Republic of",2021,22,22,22,22,440000
Uganda,Dem. Rep. of the Congo,2021,429528,429528,429528,429528,8590560000
Uganda,Egypt,2021,8,8,8,8,160000
Uganda,Eritrea,2021,9831,9831,9831,9831,196620000
Uganda,Ethiopia,2021,2360,2360,2360,2360,47200000
Uganda,Guinea,2021,5,5,5,5,100000
Uganda,Iran (Islamic Rep. of),2021,5,5,5,5,100000
Uganda,Kenya,2021,206,206,206,206,4120000
Uganda,Pakistan,2021,235,235,235,235,4700000
Uganda,Rwanda,2021,16557,16557,16557,16557,331140000
Uganda,Senegal,2021,10,10,10,10,200000
Uganda,Somalia,2021,40076,40076,40076,40076,801520000
Uganda,South Sudan,2021,923536,923536,923536,923536,18470720000
Uganda,State of Palestine,2021,5,5,5,5,100000
Uganda,Sudan,2021,2891,2891,2891,2891,57820000
Uganda,Syrian Arab Rep.,2021,16,16,16,16,320000
Uganda,Turkey,2021,50,50,50,50,1000000
Uganda,United Rep. of Tanzania,2021,11,11,11,11,220000
Uganda,Yemen,2021,27,27,27,27,540000
Russian Federation,Afghanistan,2021,686,686,686,686,13720000
Ukraine,Angola,2021,24,0,24,0,480000
Ukraine,Armenia,2021,50,0,50,0,1000000
Ukraine,Azerbaijan,2021,70,12,70,12,1400000
Ukraine,Bangladesh,2021,5,0,5,0,100000
Ukraine,Belarus,2021,34,0,34,0,680000
Ukraine,Cameroon,2021,5,0,5,0,100000
Ukraine,Chad,2021,7,0,7,0,140000
Ukraine,"Congo, Republic of",2021,26,0,26,0,520000
Ukraine,Dem. Rep. of the Congo,2021,26,16,26,16,520000
Ukraine,Egypt,2021,5,0,5,0,100000
Ukraine,Eritrea,2021,11,0,11,0,220000
Ukraine,Ethiopia,2021,26,5,26,5,520000
Ukraine,Georgia,2021,25,5,25,5,500000
Ukraine,Guinea,2021,5,5,5,5,100000
Ukraine,India,2021,7,5,7,5,140000
Ukraine,Iran (Islamic Rep. of),2021,72,22,72,22,1440000
Ukraine,Iraq,2021,78,32,78,32,1560000
Ukraine,Jordan,2021,5,0,5,0,100000
Ukraine,Kazakhstan,2021,9,0,9,0,180000
Ukraine,Kyrgyzstan,2021,9,9,9,9,180000
Ukraine,Lebanon,2021,9,0,9,0,180000
Ukraine,Libya,2021,5,0,5,0,100000
Ukraine,Nigeria,2021,6,0,6,0,120000
Ukraine,Pakistan,2021,9,0,9,0,180000
Ukraine,Russian Federation,2021,175,50,175,50,3500000
Ukraine,Rwanda,2021,5,0,5,0,100000
Ukraine,Serbia and Kosovo: S/RES/1244 (1999),2021,5,5,5,5,100000
Ukraine,Sierra Leone,2021,5,0,5,0,100000
Ukraine,Somalia,2021,84,29,84,29,1680000
Ukraine,Sri Lanka,2021,8,5,8,5,160000
Ukraine,State of Palestine,2021,10,9,10,9,200000
Ukraine,Stateless,2021,45,0,45,0,900000
Ukraine,Sudan,2021,27,6,27,6,540000
Ukraine,Syrian Arab Rep.,2021,494,196,494,196,9880000
Ukraine,Tajikistan,2021,23,15,23,15,460000
Ukraine,Turkey,2021,5,0,5,0,100000
Ukraine,Turkmenistan,2021,7,0,7,0,140000
Ukraine,Uzbekistan,2021,39,18,39,18,780000
Ukraine,Yemen,2021,5,5,5,5,100000
Azerbaijan,Afghanistan,2021,1109,1109,1109,1109,22180000
United Arab Emirates,Chad,2021,6,6,6,6,120000
United Arab Emirates,Egypt,2021,5,5,5,5,100000
United Arab Emirates,Ethiopia,2021,8,8,8,8,160000
United Arab Emirates,Iran (Islamic Rep. of),2021,7,7,7,7,140000
United Arab Emirates,Iraq,2021,818,818,818,818,16360000
United Arab Emirates,Jordan,2021,6,6,6,6,120000
United Arab Emirates,Kuwait,2021,5,5,5,5,100000
United Arab Emirates,Lebanon,2021,16,16,16,16,320000
United Arab Emirates,Pakistan,2021,5,5,5,5,100000
United Arab Emirates,Somalia,2021,19,19,19,19,380000
United Arab Emirates,State of Palestine,2021,16,16,16,16,320000
United Arab Emirates,Sudan,2021,13,13,13,13,260000
United Arab Emirates,Syrian Arab Rep.,2021,360,360,360,360,7200000
United Arab Emirates,Yemen,2021,7,7,7,7,140000
Syrian Arab Rep.,Afghanistan,2021,1124,1124,1124,1124,22480000
United Kingdom,Albania,2021,3939,0,3939,0,78780000
United Kingdom,Algeria,2021,334,0,334,0,6680000
United Kingdom,Angola,2021,150,0,150,0,3000000
United Kingdom,Antigua and Barbuda,2021,5,0,5,0,100000
United Kingdom,Armenia,2021,61,0,61,0,1220000
United Kingdom,Australia,2021,5,0,5,0,100000
United Kingdom,Azerbaijan,2021,141,0,141,0,2820000
United Kingdom,Bahrain,2021,154,0,154,0,3080000
United Kingdom,Bangladesh,2021,1740,0,1740,0,34800000
United Kingdom,Barbados,2021,15,0,15,0,300000
United Kingdom,Belarus,2021,114,0,114,0,2280000
United Kingdom,Benin,2021,9,0,9,0,180000
United Kingdom,Bhutan,2021,36,0,36,0,720000
United Kingdom,Bolivia (Plurinational State of),2021,20,0,20,0,400000
United Kingdom,Bosnia and Herzegovina,2021,12,0,12,0,240000
United Kingdom,Botswana,2021,31,0,31,0,620000
United Kingdom,Brazil,2021,34,0,34,0,680000
United Kingdom,Burkina Faso,2021,12,0,12,0,240000
United Kingdom,Burundi,2021,54,0,54,0,1080000
United Kingdom,Cabo Verde,2021,5,0,5,0,100000
United Kingdom,Cameroon,2021,751,0,751,0,15020000
United Kingdom,Canada,2021,11,0,11,0,220000
United Kingdom,Central African Rep.,2021,10,0,10,0,200000
United Kingdom,Chad,2021,86,0,86,0,1720000
United Kingdom,China,2021,1213,0,1213,0,24260000
United Kingdom,"China, Hong Kong SAR",2021,5,0,5,0,100000
United Kingdom,Colombia,2021,20,0,20,0,400000
United Kingdom,Comoros,2021,5,0,5,0,100000
United Kingdom,"Congo, Republic of",2021,95,0,95,0,1900000
United Kingdom,Côte d'Ivoire,2021,213,0,213,0,4260000
United Kingdom,Cuba,2021,11,0,11,0,220000
United Kingdom,Dem. People's Rep. of Korea,2021,62,0,62,0,1240000
United Kingdom,Dem. Rep. of the Congo,2021,973,0,973,0,19460000
United Kingdom,Djibouti,2021,5,0,5,0,100000
United Kingdom,Dominica,2021,23,0,23,0,460000
United Kingdom,Ecuador,2021,5,0,5,0,100000
United Kingdom,Egypt,2021,979,0,979,0,19580000
United Kingdom,El Salvador,2021,698,0,698,0,13960000
United Kingdom,Eritrea,2021,14503,0,14503,0,290060000
United Kingdom,Eswatini,2021,55,0,55,0,1100000
United Kingdom,Ethiopia,2021,1879,0,1879,0,37580000
United Kingdom,Fiji,2021,8,0,8,0,160000
United Kingdom,Gabon,2021,5,0,5,0,100000
United Kingdom,Gambia,2021,1009,0,1009,0,20180000
United Kingdom,Georgia,2021,77,0,77,0,1540000
United Kingdom,Ghana,2021,370,0,370,0,7400000
United Kingdom,Greece,2021,5,0,5,0,100000
United Kingdom,Grenada,2021,26,0,26,0,520000
United Kingdom,Guatemala,2021,9,0,9,0,180000
United Kingdom,Guinea,2021,220,0,220,0,4400000
United Kingdom,Guinea-Bissau,2021,7,0,7,0,140000
United Kingdom,Guyana,2021,20,0,20,0,400000
United Kingdom,Honduras,2021,99,0,99,0,1980000
United Kingdom,India,2021,516,0,516,0,10320000
United Kingdom,Indonesia,2021,38,0,38,0,760000
United Kingdom,Iran (Islamic Rep. of),2021,21011,0,21011,0,420220000
United Kingdom,Iraq,2021,6933,0,6933,0,138660000
United Kingdom,Israel,2021,5,0,5,0,100000
United Kingdom,Jamaica,2021,306,0,306,0,6120000
United Kingdom,Jordan,2021,101,0,101,0,2020000
United Kingdom,Kazakhstan,2021,34,0,34,0,680000
United Kingdom,Kenya,2021,315,0,315,0,6300000
United Kingdom,Kuwait,2021,695,0,695,0,13900000
United Kingdom,Kyrgyzstan,2021,38,0,38,0,760000
United Kingdom,Lao People's Dem. Rep.,2021,5,0,5,0,100000
United Kingdom,Lebanon,2021,191,0,191,0,3820000
United Kingdom,Liberia,2021,29,0,29,0,580000
United Kingdom,Libya,2021,4515,0,4515,0,90300000
United Kingdom,Malawi,2021,323,0,323,0,6460000
United Kingdom,Malaysia,2021,309,0,309,0,6180000
United Kingdom,Maldives,2021,45,0,45,0,900000
United Kingdom,Mali,2021,26,0,26,0,520000
United Kingdom,Mauritania,2021,6,0,6,0,120000
United Kingdom,Mauritius,2021,67,0,67,0,1340000
United Kingdom,Mexico,2021,14,0,14,0,280000
United Kingdom,Mongolia,2021,64,0,64,0,1280000
United Kingdom,Morocco,2021,225,0,225,0,4500000
United Kingdom,Mozambique,2021,7,0,7,0,140000
United Kingdom,Myanmar,2021,436,0,436,0,8720000
United Kingdom,Namibia,2021,171,0,171,0,3420000
United Kingdom,Nepal,2021,54,0,54,0,1080000
United Kingdom,Netherlands,2021,5,0,5,0,100000
United Kingdom,Nicaragua,2021,46,0,46,0,920000
United Kingdom,Niger,2021,190,0,190,0,3800000
United Kingdom,Nigeria,2021,3134,0,3134,0,62680000
United Kingdom,North Macedonia,2021,17,0,17,0,340000
United Kingdom,Norway,2021,5,0,5,0,100000
United Kingdom,Oman,2021,20,0,20,0,400000
United Kingdom,Pakistan,2021,8357,0,8357,0,167140000
United Kingdom,Philippines,2021,51,0,51,0,1020000
United Kingdom,Qatar,2021,17,0,17,0,340000
United Kingdom,Rep. of Korea,2021,5,0,5,0,100000
United Kingdom,Rep. of Moldova,2021,7,0,7,0,140000
United Kingdom,Russian Federation,2021,844,0,844,0,16880000
United Kingdom,Rwanda,2021,111,0,111,0,2220000
United Kingdom,Saint Kitts and Nevis,2021,6,0,6,0,120000
United Kingdom,Saint Lucia,2021,26,0,26,0,520000
United Kingdom,Saint Vincent and the Grenadines,2021,39,0,39,0,780000
United Kingdom,Saudi Arabia,2021,270,0,270,0,5400000
United Kingdom,Senegal,2021,104,0,104,0,2080000
United Kingdom,Serbia and Kosovo: S/RES/1244 (1999),2021,82,0,82,0,1640000
United Kingdom,Seychelles,2021,9,0,9,0,180000
United Kingdom,Sierra Leone,2021,334,0,334,0,6680000
United Kingdom,Singapore,2021,5,0,5,0,100000
United Kingdom,Somalia,2021,2722,0,2722,0,54440000
United Kingdom,South Africa,2021,138,0,138,0,2760000
United Kingdom,South Sudan,2021,73,0,73,0,1460000
United Kingdom,Sri Lanka,2021,5200,0,5200,0,104000000
United Kingdom,State of Palestine,2021,687,0,687,0,13740000
United Kingdom,Stateless,2021,3054,0,3054,0,61080000
United Kingdom,Sudan,2021,11251,0,11251,0,225020000
United Kingdom,Syrian Arab Rep.,2021,11412,0,11412,0,228240000
United Kingdom,Tajikistan,2021,14,0,14,0,280000
United Kingdom,Thailand,2021,35,0,35,0,700000
United Kingdom,Togo,2021,15,0,15,0,300000
United Kingdom,Trinidad and Tobago,2021,97,0,97,0,1940000
United Kingdom,Tunisia,2021,68,0,68,0,1360000
United Kingdom,Turkey,2021,2427,0,2427,0,48540000
United Kingdom,Turkmenistan,2021,20,0,20,0,400000
United Kingdom,Uganda,2021,1216,0,1216,0,24320000
United Kingdom,Ukraine,2021,219,0,219,0,4380000
United Kingdom,United Arab Emirates,2021,23,0,23,0,460000
United Kingdom,United Rep. of Tanzania,2021,103,0,103,0,2060000
United Kingdom,United States of America,2021,65,0,65,0,1300000
United Kingdom,Unknown/other,2021,1769,0,1769,0,35380000
United Kingdom,Uzbekistan,2021,76,0,76,0,1520000
United Kingdom,Venezuela (Bolivarian Republic of),2021,64,0,64,0,1280000
United Kingdom,Viet Nam,2021,2493,0,2493,0,49860000
United Kingdom,Western Sahara,2021,12,0,12,0,240000
United Kingdom,Yemen,2021,1124,0,1124,0,22480000
United Kingdom,Zambia,2021,90,0,90,0,1800000
United Kingdom,Zimbabwe,2021,1485,0,1485,0,29700000
United Rep. of Tanzania,Burundi,2021,151274,0,151274,0,3025480000
United Rep. of Tanzania,Dem. Rep. of the Congo,2021,51092,0,51092,0,1021840000
United Rep. of Tanzania,Rwanda,2021,68,0,68,0,1360000
United Rep. of Tanzania,Somalia,2021,160,0,160,0,3200000
United Rep. of Tanzania,South Sudan,2021,6,0,6,0,120000
United Rep. of Tanzania,Syrian Arab Rep.,2021,5,0,5,0,100000
United Rep. of Tanzania,Uganda,2021,15,0,15,0,300000
United Rep. of Tanzania,United Rep. of Tanzania,2021,6,0,6,0,120000
United Rep. of Tanzania,Yemen,2021,9,0,9,0,180000
Tajikistan,Afghanistan,2021,6775,6000,6775,6000,135500000
United States of America,Afghanistan,2021,1574,0,1574,0,31480000
United States of America,Albania,2021,1254,0,1254,0,25080000
United States of America,Algeria,2021,149,0,149,0,2980000
United States of America,Angola,2021,271,0,271,0,5420000
United States of America,Antigua and Barbuda,2021,6,0,6,0,120000
United States of America,Argentina,2021,27,0,27,0,540000
United States of America,Armenia,2021,1301,0,1301,0,26020000
United States of America,Austria,2021,13,0,13,0,260000
United States of America,Azerbaijan,2021,487,0,487,0,9740000
United States of America,Bahamas,2021,181,0,181,0,3620000
United States of America,Bahrain,2021,38,0,38,0,760000
United States of America,Bangladesh,2021,2151,0,2151,0,43020000
United States of America,Belarus,2021,1503,0,1503,0,30060000
United States of America,Belgium,2021,15,0,15,0,300000
United States of America,Belize,2021,36,0,36,0,720000
United States of America,Benin,2021,78,0,78,0,1560000
United States of America,Bhutan,2021,30,0,30,0,600000
United States of America,Bolivia (Plurinational State of),2021,85,0,85,0,1700000
United States of America,Bosnia and Herzegovina,2021,88,0,88,0,1760000
United States of America,Brazil,2021,1000,0,1000,0,20000000
United States of America,Bulgaria,2021,181,0,181,0,3620000
United States of America,Burkina Faso,2021,1355,0,1355,0,27100000
United States of America,Burundi,2021,840,0,840,0,16800000
United States of America,Cambodia,2021,124,0,124,0,2480000
United States of America,Cameroon,2021,5137,0,5137,0,102740000
United States of America,Canada,2021,20,0,20,0,400000
United States of America,Cayman Islands,2021,5,0,5,0,100000
United States of America,Central African Rep.,2021,179,0,179,0,3580000
United States of America,Chad,2021,233,0,233,0,4660000
United States of America,Chile,2021,18,0,18,0,360000
United States of America,China,2021,71449,0,71449,0,1428980000
United States of America,"China, Hong Kong SAR",2021,5,0,5,0,100000
United States of America,Colombia,2021,2582,0,2582,0,51640000
United States of America,Comoros,2021,5,0,5,0,100000
United States of America,"Congo, Republic of",2021,1076,0,1076,0,21520000
United States of America,Costa Rica,2021,176,0,176,0,3520000
United States of America,Côte d'Ivoire,2021,1000,0,1000,0,20000000
United States of America,Croatia,2021,23,0,23,0,460000
United States of America,Cuba,2021,2621,0,2621,0,52420000
United States of America,Curaçao,2021,35,0,35,0,700000
United States of America,Czechia,2021,8,0,8,0,160000
United States of America,Dem. People's Rep. of Korea,2021,6,0,6,0,120000
United States of America,Dem. Rep. of the Congo,2021,1446,0,1446,0,28920000
United States of America,Djibouti,2021,351,0,351,0,7020000
United States of America,Dominica,2021,14,0,14,0,280000
United States of America,Dominican Rep.,2021,250,0,250,0,5000000
United States of America,Ecuador,2021,1460,0,1460,0,29200000
United States of America,Egypt,2021,14304,0,14304,0,286080000
United States of America,El Salvador,2021,28082,0,28082,0,561640000
United States of America,Equatorial Guinea,2021,17,0,17,0,340000
United States of America,Eritrea,2021,5498,0,5498,0,109960000
United States of America,Estonia,2021,251,0,251,0,5020000
United States of America,Eswatini,2021,5,0,5,0,100000
United States of America,Ethiopia,2021,7906,0,7906,0,158120000
United States of America,Fiji,2021,119,0,119,0,2380000
United States of America,France,2021,19,0,19,0,380000
United States of America,Gabon,2021,50,0,50,0,1000000
United States of America,Gambia,2021,1402,0,1402,0,28040000
United States of America,Georgia,2021,454,0,454,0,9080000
United States of America,Germany,2021,32,0,32,0,640000
United States of America,Ghana,2021,492,0,492,0,9840000
United States of America,Greece,2021,13,0,13,0,260000
United States of America,Grenada,2021,19,0,19,0,380000
United States of America,Guatemala,2021,22387,0,22387,0,447740000
United States of America,Guinea,2021,1643,0,1643,0,32860000
United States of America,Guinea-Bissau,2021,17,0,17,0,340000
United States of America,Guyana,2021,108,0,108,0,2160000
United States of America,Haiti,2021,14876,0,14876,0,297520000
United States of America,Honduras,2021,16462,0,16462,0,329240000
United States of America,Hungary,2021,11,0,11,0,220000
United States of America,India,2021,8728,0,8728,0,174560000
United States of America,Indonesia,2021,1009,0,1009,0,20180000
United States of America,Iran (Islamic Rep. of),2021,5471,0,5471,0,109420000
United States of America,Iraq,2021,5380,0,5380,0,107600000
United States of America,Israel,2021,107,0,107,0,2140000
United States of America,Italy,2021,13,0,13,0,260000
United States of America,Jamaica,2021,879,0,879,0,17580000
United States of America,Japan,2021,6,0,6,0,120000
United States of America,Jordan,2021,634,0,634,0,12680000
United States of America,Kazakhstan,2021,1059,0,1059,0,21180000
United States of America,Kenya,2021,1661,0,1661,0,33220000
United States of America,Kuwait,2021,140,0,140,0,2800000
United States of America,Kyrgyzstan,2021,1582,0,1582,0,31640000
United States of America,Lao People's Dem. Rep.,2021,63,0,63,0,1260000
United States of America,Latvia,2021,18,0,18,0,360000
United States of America,Lebanon,2021,371,0,371,0,7420000
United States of America,Lesotho,2021,6,0,6,0,120000
United States of America,Liberia,2021,1215,0,1215,0,24300000
United States of America,Libya,2021,396,0,396,0,7920000
United States of America,Lithuania,2021,18,0,18,0,360000
United States of America,Madagascar,2021,7,0,7,0,140000
United States of America,Malawi,2021,34,0,34,0,680000
United States of America,Malaysia,2021,91,0,91,0,1820000
United States of America,Maldives,2021,5,0,5,0,100000
United States of America,Mali,2021,950,0,950,0,19000000
United States of America,Marshall Islands,2021,7,0,7,0,140000
United States of America,Mauritania,2021,927,0,927,0,18540000
United States of America,Mauritius,2021,33,0,33,0,660000
United States of America,Mexico,2021,12310,0,12310,0,246200000
United States of America,Mongolia,2021,681,0,681,0,13620000
United States of America,Montenegro,2021,96,0,96,0,1920000
United States of America,Morocco,2021,124,0,124,0,2480000
United States of America,Mozambique,2021,24,0,24,0,480000
United States of America,Myanmar,2021,1235,0,1235,0,24700000
United States of America,Namibia,2021,30,0,30,0,600000
United States of America,Nepal,2021,6418,0,6418,0,128360000
United States of America,Netherlands,2021,7,0,7,0,140000
United States of America,Nicaragua,2021,1871,0,1871,0,37420000
United States of America,Niger,2021,141,0,141,0,2820000
United States of America,Nigeria,2021,2737,0,2737,0,54740000
United States of America,Niue,2021,14,0,14,0,280000
United States of America,North Macedonia,2021,104,0,104,0,2080000
United States of America,Oman,2021,18,0,18,0,360000
United States of America,Pakistan,2021,3813,0,3813,0,76260000
United States of America,Panama,2021,10,0,10,0,200000
United States of America,Paraguay,2021,13,0,13,0,260000
United States of America,Peru,2021,488,0,488,0,9760000
United States of America,Philippines,2021,165,0,165,0,3300000
United States of America,Poland,2021,8,0,8,0,160000
United States of America,Portugal,2021,5,0,5,0,100000
United States of America,Qatar,2021,21,0,21,0,420000
United States of America,Rep. of Korea,2021,24,0,24,0,480000
United States of America,Rep. of Moldova,2021,1410,0,1410,0,28200000
United States of America,Romania,2021,446,0,446,0,8920000
United States of America,Russian Federation,2021,6576,0,6576,0,131520000
United States of America,Rwanda,2021,1204,0,1204,0,24080000
United States of America,Saint Kitts and Nevis,2021,5,0,5,0,100000
United States of America,Saint Lucia,2021,5,0,5,0,100000
United States of America,Saint Vincent and the Grenadines,2021,30,0,30,0,600000
United States of America,Saudi Arabia,2021,606,0,606,0,12120000
United States of America,Senegal,2021,382,0,382,0,7640000
United States of America,Serbia and Kosovo: S/RES/1244 (1999),2021,713,0,713,0,14260000
United States of America,Sierra Leone,2021,409,0,409,0,8180000
United States of America,Singapore,2021,7,0,7,0,140000
United States of America,Slovakia,2021,5,0,5,0,100000
United States of America,Slovenia,2021,5,0,5,0,100000
United States of America,Somalia,2021,1606,0,1606,0,32120000
United States of America,South Africa,2021,55,0,55,0,1100000
United States of America,South Sudan,2021,48,0,48,0,960000
United States of America,Spain,2021,8,0,8,0,160000
United States of America,Sri Lanka,2021,1048,0,1048,0,20960000
United States of America,State of Palestine,2021,20,0,20,0,400000
United States of America,Stateless,2021,47,0,47,0,940000
United States of America,Sudan,2021,1380,0,1380,0,27600000
United States of America,Suriname,2021,11,0,11,0,220000
United States of America,Switzerland,2021,5,0,5,0,100000
United States of America,Syrian Arab Rep.,2021,8709,0,8709,0,174180000
United States of America,Tajikistan,2021,300,0,300,0,6000000
United States of America,Thailand,2021,33,0,33,0,660000
United States of America,Togo,2021,524,0,524,0,10480000
United States of America,Trinidad and Tobago,2021,42,0,42,0,840000
United States of America,Tunisia,2021,93,0,93,0,1860000
United States of America,Turkey,2021,3522,0,3522,0,70440000
United States of America,Turkmenistan,2021,212,0,212,0,4240000
United States of America,Turks and Caicos Islands,2021,14,0,14,0,280000
United States of America,Uganda,2021,1779,0,1779,0,35580000
United States of America,Ukraine,2021,2565,0,2565,0,51300000
United States of America,United Arab Emirates,2021,71,0,71,0,1420000
United States of America,United Kingdom,2021,28,0,28,0,560000
United States of America,United Rep. of Tanzania,2021,116,0,116,0,2320000
United States of America,Unknown/other,2021,6369,0,6369,0,127380000
